best_fitting_count,min,max,r2>0,r2>0.8,r2>0.9,r2>0.99
33900.0,-8.68072961579418,0.9999881488078005,154649.0,78118.0,53091.0,53091.0
197.0,-8.68072961579418,0.9999881488085637,151367.0,78100.0,53063.0,53063.0
19932.0,-2.6387952203332787e-06,0.9999979227333841,189138.0,95607.0,70557.0,70557.0
27310.0,-6.925307527216873e-06,0.9999814416158835,119614.0,65659.0,53846.0,53846.0
27747.0,-0.6076408569682579,0.9999966772243596,163685.0,94899.0,73125.0,73125.0
27365.0,-2.9631467023209526,0.9999997507628401,163747.0,94635.0,73134.0,73134.0
39514.0,-0.8319222478470301,0.9999979429750753,159464.0,88618.0,67848.0,67848.0
49419.0,-177.84533429405738,0.9999997430873431,144487.0,91132.0,72883.0,72883.0
