CELL_LINE_NAME,COSMIC_ID,DRUG_ID,DRUGID_COSMICID,FOLD_DILUTION,MAX_CONC,fd_num_0,fd_num_1,fd_num_2,fd_num_3,fd_num_4,fd_num_5,fd_num_6,fd_num_7,fd_num_8,fd_num_9,norm_cells_0,norm_cells_1,norm_cells_2,norm_cells_3,norm_cells_4,norm_cells_5,norm_cells_6,norm_cells_7,norm_cells_8,norm_cells_9,drug_name,CCL_name,dif_first,dif_last,sigmoid_4_param_r2,sigmoid_4_param
GT3TKB,907041,140,140_907041,2,0.064,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.970105505,0.882183994,0.372637269,0.099761383,0.042298647,0.06925133,0.033004618,0.034651905,0.032546326,Vinorelbine,GT3TKB,0.029894494999999965,0.0021055789999999963,0.9990196709717188,[  0.30449493   1.05321861 -22.89896228   0.0442303 ]
BL-41,910706,165,165_910706,2,4000.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.969707174,0.726969888,0.399338766,0.210512258,0.075136304,0.006587567,0.004999799,0.003219312,0.004417329,DMOG,BL-41,0.03029282600000005,0.001198017,0.9975908821019213,[ 3.00161972e-01  9.37936091e-01 -1.06178624e+01  2.51405635e-03]
BL-41,910706,305,305_910706,2,20.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.971719817,0.962512537,0.935157342,0.828848606,0.631166792,0.232542586,0.038894437,0.013799455,0.008820903,TPCA-1,BL-41,0.028280183000000014,0.004978552000000001,0.9979182769294034,[ 5.89555890e-01  1.02250532e+00 -1.41741448e+01 -6.78787431e-03]
BCPAP,924104,170,170_924104,2,16.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.977611259,0.992576851,0.966620646,0.888910482,0.041630652,0.019955404,0.020447154,0.014729194,0.013125542,Shikonin,BCPAP,0.02238874099999999,0.0016036519999999988,0.9996855355672807,[ 4.85841717e-01  1.03378675e+00 -5.26112195e+01  1.69898111e-02]
CCRF-CEM,905952,152,152_905952,2,16.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.965112335,0.968704605,0.919171412,0.903633439,0.786443353,0.610796955,0.269430871,0.054572049,0.01634403,CP466722,CCRF-CEM,0.03488766499999996,0.038228019,0.9963433790018723,[  0.71038142   0.99028493 -10.99919453  -0.0441845 ]
P32-ISH,1330987,176,176_1330987,2,32.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.984452503,0.991344594,0.911094221,0.918878936,0.787056611,0.533388185,0.062932171,0.04566046,0.028706317,IPA-3,P32-ISH,0.015547497000000021,0.016954143,0.9901754376158551,[ 6.63284887e-01  1.04405538e+00 -1.68094235e+01  4.54746396e-03]
BL-41,910706,140,140_910706,2,0.064,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.973073991,0.975281622,0.942722302,0.800453075,0.220717697,0.033503406,0.02788725,0.025420744,0.025507036,Vinorelbine,BL-41,0.026926008999999973,8.62920000000017e-05,0.9994684681515964,[ 5.00403752e-01  1.04939336e+00 -2.52031526e+01  2.40525104e-02]
SK-PN-DW,909731,200,200_909731,2,1.024,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.95163775,0.935091565,0.781922202,0.53612319,0.47165104,0.200175248,0.125103878,0.051839303,0.040643454,Dacinostat,SK-PN-DW,0.04836225000000005,0.011195849,0.9912223800591085,[ 4.93077820e-01  9.68551908e-01 -7.04474809e+00  3.42378872e-03]
BL-41,910706,11,11_910706,2,0.1024,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.965175735,0.957616868,0.892181873,0.821804392,0.168625342,0.0240223,0.022098261,0.024326302,0.034275999,Paclitaxel,BL-41,0.03482426500000002,0.009949697,0.9971065176844929,[ 4.98624318e-01  1.07325262e+00 -3.07816251e+01  2.44220769e-02]
JHU-011,1240161,273,273_1240161,2,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.954355464,0.967057437,0.904992381,0.853375643,0.6115936,0.26807599,0.021128445,0.008016492,0.004093279,CUDC-101,JHU-011,0.04564453599999996,0.003923213,0.9973657016246553,[  0.59504736   1.01783266 -13.6894878   -0.01705651]
SU-DHL-8,1331038,328,328_1331038,2,2.56,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.978206177,0.700897384,0.424892673,0.287689003,0.199254894,0.141252006,0.123717589,0.108356644,0.129528353,SNX-2112,SU-DHL-8,0.02179382299999999,0.02117170900000001,0.9945269393466325,[  0.26339349   1.04188307 -10.30864716   0.12764854]
BL-41,910706,167,167_910706,2,16.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.969241911,0.971322406,0.846848531,0.662637182,0.514571926,0.408630241,0.223860745,0.006431779,0.004467505,OSU-03012,BL-41,0.03075808899999999,0.0019642740000000002,0.9908296292315658,[ 0.65124207  0.81521127 -5.26068853 -0.16348659]
EPLC-272H,753556,328,328_753556,2,2.56,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.981889996,0.778717288,0.517664122,0.427683507,0.257330963,0.17469405,0.201568172,0.192620566,0.196312674,SNX-2112,EPLC-272H,0.018110003999999957,0.0036921079999999995,0.9909663447349732,[ 0.28658265  1.11881387 -9.16028418  0.18462803]
EPLC-272H,753556,308,308_753556,2,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.960449994,0.888132567,0.873927621,0.764961656,0.547340931,0.239439434,0.085311906,0.011228529,0.009690919,WIKI4,EPLC-272H,0.039550006000000026,0.00153761,0.9963815822846132,[  0.57417491   1.02481999 -10.4784008   -0.01662074]
SU-DHL-16,1331034,173,173_1331034,2,32.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.983417421,0.965140953,0.983681667,0.975649559,0.989828606,0.192846965,0.016507965,0.011392229,0.01344658,FH535,SU-DHL-16,0.01658257900000004,0.0020543509999999994,0.9996519197510211,[ 6.58393566e-01  1.03180991e+00 -1.83211125e+02  1.37822577e-02]
GOTO,906875,1022,1022_906875,2,2.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.966789856,0.785592575,0.572888796,0.322892487,0.217523191,0.163094796,0.11663192,0.120313075,0.097849933,AZD7762,GOTO,0.033210144,0.022463142000000005,0.9984465655714025,[ 0.31900463  1.06204908 -9.55917607  0.11149561]
SW982,909759,1026,1026_909759,2,1.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.9534593,0.960741522,0.840512295,0.49069298,0.242675263,0.201835892,0.106441418,0.096883501,0.057668998,Tanespimycin,SW982,0.04654069999999999,0.039214503,0.9940270798172601,[  0.42623944   1.11783688 -13.57975319   0.10052373]
NCI-H64,688026,140,140_688026,2,0.064,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.977648645,0.974192648,0.971587455,0.908503568,0.633267958,0.093706377,0.07555925,0.134551236,0.127141578,Vinorelbine,NCI-H64,0.02235135499999996,0.007409657999999986,0.995797044251056,[  0.56240559   1.15972033 -43.44132931   0.10527999]
BL-41,910706,275,275_910706,2,20.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.999101389,0.963781908,0.96845883,0.835455729,0.432648259,0.228343244,0.192997867,0.111739583,0.1052499,I-BET-762,BL-41,0.0008986109999999936,0.00648968300000001,0.996086139164796,[  0.51552928   1.16468578 -17.00771714   0.13556964]
EPLC-272H,753556,135,135_753556,2,1.024,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.958666798,0.718433951,0.423554197,0.223064554,0.156240556,0.143774478,0.143095032,0.145034102,0.143871542,Gemcitabine,EPLC-272H,0.04133320200000001,0.001162560000000007,0.9993612083362902,[  0.26389503   1.12189462 -13.34431645   0.14170605]
L-363,924239,152,152_924239,2,16.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.958366793,0.974386436,0.97139995,0.977093735,0.944964519,0.861085212,0.568526399,0.181747656,0.132257899,CP466722,L-363,0.04163320699999995,0.049489756999999995,0.9974322362582072,[  0.77398084   1.14870606 -18.49660639   0.10139344]
JVM-3,907270,272,272_907270,2,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.981982276,0.954441593,0.902916522,0.773680646,0.404678477,0.089577017,0.027864162,0.014890077,0.009563396,AR-42,JVM-3,0.018017724000000013,0.005326681,0.9987879201426296,[ 5.27682284e-01  1.02977461e+00 -1.53365761e+01  4.56672804e-03]
RT-112,909704,201,201_909704,2,0.032,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.980728093,0.877737436,0.73817709,0.329883578,0.150504913,0.131352625,0.039926848,0.034033836,0.030330458,Epothilone B,RT-112,0.019271907000000033,0.0037033779999999968,0.9949492125136644,[  0.38807781   1.05525163 -13.46342475   0.04936444]
H2869,1240138,274,274_1240138,2,20.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.969606241,0.98894598,0.871560561,0.730380824,0.56240528,0.315126734,0.138331952,0.04321223,0.036729083,Belinostat,H2869,0.030393758999999965,0.006483146999999995,0.99776822623417,[ 0.57721299  0.9837664  -8.33250508 -0.01009275]
PCI-6A,1240206,276,276_1240206,2,20.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.961386533,0.951084452,0.548740854,0.18372434,0.046585656,0.025275373,0.024647167,0.022682199,0.021725282,CAY10603,PCI-6A,0.03861346700000001,0.0009569170000000016,0.9980935229147532,[  0.34481366   1.0256662  -18.50915244   0.02601805]
LP-1,907791,252,252_907791,2,1.28,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.963053647,0.983665615,0.963747976,0.96769303,0.880396873,0.653925218,0.335268545,0.034772646,0.006030109,WZ3105,LP-1,0.03694635300000004,0.028742537,0.9977275346039375,[  0.73072696   0.97622528 -12.99832193  -0.04340124]
MEG-01,908126,273,273_908126,2,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.959392452,0.949207309,0.943475044,0.931562349,0.778072085,0.533230466,0.215338044,0.099146871,0.092198809,CUDC-101,MEG-01,0.04060754799999999,0.006948061999999991,0.9976700957253067,[  0.65727874   1.11130132 -13.36738082   0.06676744]
OCI-AML5,1330983,87,87_1330983,2,0.256,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.955882764,0.942141513,0.944831395,0.963073362,0.775505997,0.218992388,0.061277432,0.059150141,0.072546805,GW843682X,OCI-AML5,0.04411723599999995,0.013396664000000003,0.9984882403463284,[  0.60298844   1.10861912 -26.31040065   0.06143259]
H9,907043,344,344_907043,2,20.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.954491092,0.904914949,0.805862355,0.558856925,0.330106841,0.125717155,0.004202271,0.002940188,0.009547682,THZ-2-49,H9,0.04550890799999996,0.006607494,0.9983611811384675,[ 0.48107755  0.98736367 -9.5965664  -0.01844972]
EM-2,906855,170,170_906855,2,16.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.959552566,0.991793715,0.96814293,0.874310006,0.483798615,0.041936636,0.007028286,0.003755826,0.008538261,Shikonin,EM-2,0.04044743399999995,0.004782435,0.9986927205615842,[ 5.51381388e-01  1.02021569e+00 -2.23260609e+01 -2.29205321e-03]
RH-1,971773,272,272_971773,2,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.97646457,0.891113445,0.736867646,0.349184797,0.071676991,0.065876751,0.031221011,0.025962988,0.016238135,AR-42,RH-1,0.023535430000000024,0.009724852999999999,0.9980077018808844,[  0.39589952   1.04273282 -15.4041864    0.02441775]
P31-FUJ,909253,273,273_909253,2,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.981759219,0.972420717,0.966023526,0.985002397,0.931774114,0.786016989,0.073810345,0.035057655,0.030694029,CUDC-101,P31-FUJ,0.01824078100000004,0.004363625999999999,0.9985681715540953,[ 7.00295375e-01  1.06136913e+00 -3.93318049e+01  3.13566052e-02]
MC116,907799,170,170_907799,2,16.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.957533463,0.950697315,0.879546837,0.897648626,0.818415695,0.450140986,0.099410859,0.011735366,0.005524593,Shikonin,MC116,0.042466537000000026,0.006210773,0.9950700373338058,[ 6.58064187e-01  1.05443074e+00 -1.72237292e+01 -4.61087586e-03]
PE-CA-PJ15,1240207,274,274_1240207,2,20.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.976332605,0.928663517,0.949834916,0.79604131,0.597627482,0.313642458,0.193831484,0.139463886,0.128780171,Belinostat,PE-CA-PJ15,0.023667395000000035,0.01068371500000001,0.9975151211790586,[  0.55459355   1.16407097 -11.62086701   0.12074756]
NCI-H220,1330974,274,274_1330974,2,20.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.99100537,0.807749006,0.606075505,0.282009784,0.074235363,0.027673651,0.032028263,0.035883532,0.028407324,Belinostat,NCI-H220,0.008994630000000003,0.0074762080000000015,0.9973344106528044,[  0.35537296   1.00396317 -12.03396038   0.01936193]
RH-1,971773,219,219_971773,2,10.24,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.97680801,0.986077621,0.918235763,0.747426126,0.419859743,0.120620419,0.072027479,0.075968067,0.062432256,AT-7519,RH-1,0.02319199000000005,0.013535811000000002,0.998660185811969,[  0.51406643   1.07394668 -14.79373697   0.05655528]
H9,907043,170,170_907043,2,16.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.972086864,0.953878402,0.814520553,0.021856994,0.016103197,0.011262277,0.00449153,0.004026171,0.002826348,Shikonin,H9,0.027913136000000005,0.0011998230000000005,0.9994291720845466,[ 3.63837056e-01  1.03302661e+00 -5.17160597e+01  7.55356851e-03]
KYSE-410,753574,201,201_753574,2,0.032,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.982166919,0.855220395,0.677993284,0.525585373,0.368164475,0.153779008,0.075137365,0.047654401,0.04135704,Epothilone B,KYSE-410,0.01783308100000003,0.006297361000000001,0.9962103646782272,[ 4.44906109e-01  9.37759094e-01 -6.72189029e+00 -1.34687872e-03]
H9,907043,235,235_907043,2,10.24,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.996814618,0.954172302,0.936148197,0.936684629,0.999011586,0.379724426,0.147119642,0.125265255,0.124495035,QL-XII-47,H9,0.003185381999999959,0.0007702199999999881,0.9964639069230898,[ 6.60991274e-01  1.19306318e+00 -1.84441049e+02  1.32293311e-01]
QIMR-WIL,910545,1022,1022_910545,2,2.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.976732752,0.994508315,0.949236686,0.877568273,0.425081472,0.148437731,0.078840417,0.070306909,0.074180286,AZD7762,QIMR-WIL,0.023267248000000018,0.0038733769999999973,0.9991209055897111,[  0.53003956   1.09861232 -20.67529857   0.0761205 ]
LU-139,713878,88,88_713878,2,5.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.951225719,0.978188077,0.813592023,0.775113337,0.589282118,0.295937379,0.134558702,0.085779883,0.054616233,Entinostat,LU-139,0.04877428100000003,0.03116365,0.9924360500423565,[ 0.57280587  1.05007782 -9.2436862   0.02555905]
NCI-SNU-5,908445,182,182_908445,2,16.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.977614375,0.957774441,0.852435649,0.745790573,0.404479619,0.285594711,0.179812065,0.017482121,0.009062055,Obatoclax Mesylate,NCI-SNU-5,0.022385624999999965,0.008420066,0.9916342534273537,[ 0.54574919  0.97194802 -8.02805884 -0.00962555]
EMC-BAC-2,1503370,273,273_1503370,2,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.97688291,0.952096337,0.899408895,0.799815362,0.62617665,0.304703146,0.151201682,0.111394085,0.067294298,CUDC-101,EMC-BAC-2,0.02311708999999995,0.044099787,0.997420168467032,[  0.57664372   1.0906864  -10.88361747   0.06100087]
H9,907043,194,194_907043,2,0.256,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.985457259,0.984920689,0.962529186,0.94744806,0.724596646,0.022114635,0.024618102,0.024867338,0.025551545,Luminespib,H9,0.01454274099999997,0.0006842069999999992,0.9991449707408433,[ 5.70639636e-01  1.05004140e+00 -6.46627433e+01  2.37912229e-02]
NCI-H1975,924244,272,272_924244,2,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.969884326,0.942778681,0.875007439,0.805315561,0.630229636,0.329188726,0.197471832,0.153432645,0.160004445,AR-42,NCI-H1975,0.030115674000000037,0.006571799999999989,0.9954498986982907,[  0.5584337    1.20058801 -11.34626021   0.13420151]
EMC-BAC-2,1503370,331,331_1503370,2,10.24,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.971258676,0.907620895,0.799364414,0.642222176,0.48548483,0.382362452,0.210532264,0.106842762,0.09394616,QL-X-138,EMC-BAC-2,0.028741323999999957,0.012896601999999993,0.9973116009027793,[ 5.42954477e-01  9.43644543e-01 -5.49575950e+00  1.96295393e-03]
BL-41,910706,328,328_910706,2,2.56,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.997543149,0.580792503,0.15644697,0.047042298,0.028158874,0.005866341,0.021181385,0.020542512,0.018255456,SNX-2112,BL-41,0.0024568510000000376,0.002287055999999999,0.9981038803010888,[  0.23596365   0.98898265 -20.6931901    0.02262358]
SW620,905962,190,190_905962,2,64.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.950781587,0.944782013,0.978503339,0.780014821,0.512070906,0.201987414,0.122045449,0.088882279,0.040148729,Bleomycin,SW620,0.04921841299999996,0.048733549999999994,0.9961657112367907,[  0.54238083   1.09284569 -13.67224343   0.06419064]
BL-70,910707,178,178_910707,2,8.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.985128901,0.958577572,0.938165441,0.890229563,0.625195999,0.336169644,0.134956943,0.089616341,0.049036263,BAY-61-3606,BL-70,0.014871099000000054,0.040580078000000006,0.9987106804522629,[  0.59204603   1.07324566 -12.57249739   0.05310582]
NTERA-S-cl-D1,908454,9,9_908454,2,1.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.978720271,0.998817033,0.97280375,0.856463872,0.511341379,0.124577702,0.009082292,0.009827102,0.010923337,MG-132,NTERA-S-cl-D1,0.02127972899999997,0.0010962349999999992,0.9995467601994904,[ 5.56522405e-01  1.00922453e+00 -1.72900790e+01  9.52018197e-04]
BE-13,906763,134,134_906763,2,16.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.97983082,0.920593273,0.822910023,0.503201816,0.013934444,0.026709663,0.009922531,0.006706517,0.048196569,Etoposide,BE-13,0.02016918000000001,0.041490052,0.9927829132073288,[ 4.38845979e-01  1.05371944e+00 -2.18075252e+01  8.89935885e-03]
D-247MG,946367,268,268_946367,2,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.987304865,0.753410837,0.384239957,0.148686526,0.081925151,0.027194986,-0.000534907,0.004068806,0.00070265,Sepantronium bromide,D-247MG,0.012695134999999969,0.0033661560000000004,0.9977682266150532,[  0.2962687    0.96901197 -13.00996154   0.01349092]
KOSC-2,753570,273,273_753570,2,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.978215507,0.903338804,0.757644597,0.632758996,0.428151592,0.223244651,0.05878765,0.038905449,0.031708825,CUDC-101,KOSC-2,0.02178449299999996,0.007196623999999999,0.9966622136105739,[ 0.51103053  0.962517   -7.41311274 -0.01951968]
OCI-AML2,910947,86,86_910947,2,1.024,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.974418508,0.989433829,0.978508447,0.924907002,0.829950079,0.643687965,0.11430327,-0.009390537,-0.0002001,A-443654,OCI-AML2,0.02558149200000004,0.009190437,0.9933317754663311,[  0.69552059   1.00627095 -18.87510858  -0.02749421]
BE-13,906763,88,88_906763,2,5.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.967895064,0.984546691,0.878538142,0.841733998,0.708352569,0.453301748,0.119036556,0.043425199,0.021588528,Entinostat,BE-13,0.03210493599999997,0.021836671,0.9931703732431925,[  0.64473845   1.01049499 -10.8339891   -0.02186514]
OVCA432,1480366,1022,1022_1480366,2,2.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.952023909,0.942782782,0.834250416,0.744653574,0.539211942,0.261781561,0.191878772,0.122533317,0.134306735,AZD7762,OVCA432,0.047976091,0.011773418000000008,0.9951422705686305,[ 0.5256694   1.15308764 -9.90945537  0.10771634]
NCI-H220,1330974,272,272_1330974,2,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.972585444,0.95882141,0.839779536,0.664526619,0.49630636,0.21971177,0.038475098,0.023168399,0.019999379,AR-42,NCI-H220,0.02741455599999998,0.003169019999999998,0.9958391144998371,[ 0.5409993   0.97713016 -8.91297461 -0.02325073]
CA46,910703,165,165_910703,2,4000.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.971037142,0.762820199,0.611656765,0.373353552,0.271795622,0.15912218,0.087626979,0.03433749,0.004507806,DMOG,CA46,0.02896285799999998,0.029829684,0.995963047771644,[ 3.71765741e-01  8.60261716e-01 -5.94665432e+00 -5.59490732e-03]
ES5,684057,185,185_684057,2,2.56,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.982228504,0.942604112,0.829873222,0.66840683,0.406468131,0.216612759,0.159496987,0.135493031,0.137571858,Linsitinib,ES5,0.017771496000000053,0.0020788269999999776,0.9990361853741604,[  0.47173763   1.14594475 -10.62617016   0.12361961]
QIMR-WIL,910545,235,235_910545,2,10.24,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.984872455,0.855652776,0.769475515,0.528771916,0.189178453,0.016373855,0.003343789,0.002909789,0.001895111,QL-XII-47,QIMR-WIL,0.01512754500000002,0.0010146779999999998,0.9952743437799758,[  0.4484064    1.00422991 -11.85294331  -0.01685247]
OCI-LY-19,1330984,295,295_1330984,2,10.24,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.955117208,0.889962776,0.698260346,0.566907081,0.464825029,0.328879952,0.239117271,0.067827694,0.041092524,NVP-BHG712,OCI-LY-19,0.044882792000000005,0.026735169999999996,0.9938305407959354,[ 0.58423208  0.7340221  -3.67795773 -0.15613011]
HL-60,905938,273,273_905938,2,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.978857782,0.976171785,0.83472273,0.578135601,0.049833226,0.010503224,0.011145258,0.008094822,0.007190702,CUDC-101,HL-60,0.021142218000000046,0.0009041199999999996,0.9948356591239296,[ 4.54356841e-01  1.03023132e+00 -2.19044335e+01 -1.26678711e-03]
SNB75,905982,308,308_905982,2,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.995475621,0.947194099,0.999902055,0.958205166,0.982777374,0.971065568,0.997386728,0.016336168,0.011450296,WIKI4,SNB75,0.004524379000000023,0.004885872000000001,0.9980288746343889,[ 8.65894898e-01  1.03087412e+00 -2.31204388e+02  1.14502916e-02]
KMS-11,1659817,272,272_1659817,2,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.951140283,0.844150741,0.660349115,0.302791348,0.101674927,0.051512421,0.063285115,0.064598887,0.043327401,AR-42,KMS-11,0.048859717000000025,0.021271485999999992,0.9980074660788092,[  0.36835706   1.06884017 -13.62349625   0.04705995]
ES5,684057,200,200_684057,2,1.024,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.961017972,0.935666027,0.623007197,0.268385296,0.102751506,0.065462547,0.068587283,0.070351038,0.081466266,Dacinostat,ES5,0.038982027999999946,0.011115227999999991,0.9989318848350677,[  0.35627097   1.07917873 -16.49904941   0.07030926]
JHH-2,1240157,273,273_1240157,2,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.965481649,0.965257318,0.950233399,0.909585941,0.789421076,0.214069176,0.054903502,0.016429247,0.002073646,CUDC-101,JHH-2,0.034518351,0.014355601,0.997904422690324,[ 6.11759230e-01  1.05676424e+00 -2.43515431e+01  1.65411309e-02]
HAL-01,949153,1012,1012_949153,2,10.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.991647541,0.937464589,0.83635487,0.517863123,0.264485547,0.079547837,0.043715612,0.029451323,0.032583891,Vorinostat,HAL-01,0.008352459000000034,0.0031325679999999953,0.9990612044286175,[  0.45044697   1.02187304 -12.1372727    0.0259895 ]
